product_id,actual_price,discounted_price,Discount_percentage
B0B1YZX72F,40990.0,38941.0,
B092BJMT8Q,52900.0,50255.0,
B0BMXMLSMM,999.0,949.0,
B07JH1C41D,1999.0,1899.0,
B0141EZMAI,800.0,760.0,
B09Q5P2MT3,31999.0,30399.0,
B08HDH26JX,699.0,664.0,
B09VT6JKRP,999.0,949.0,
B09T3KB6JZ,40990.0,38941.0,
B093QCY6YJ,349.0,332.0,
B093ZNQZ2Y,799.0,759.0,
B08LKS3LSP,999.0,949.0,
B00V4BGDKU,1899.0,1804.0,
B08CHKQ8D4,1499.0,1424.0,
B09BW334ML,1499.0,1424.0,
B082T6GVLJ,1809.0,1719.0,
B07DL1KC3H,899.0,854.0,
B0B6F98KJJ,29999.0,28499.0,
B07JNVF678,999.0,949.0,
B09QGZFBPM,999.0,949.0,
B07JGDB5M1,1299.0,1234.0,
B0981XSZJ7,999.0,949.0,
B0B9XLX8VR,65000.0,61750.0,
B08Y5KXR6Z,800.0,760.0,
B09F6VHQXB,20000.0,19000.0,
B0974G5Q2Y,999.0,949.0,
B09YL9SN9B,23990.0,22791.0,
B09RX1FK54,999.0,949.0,
B09TT6BFDX,1999.0,1899.0,
B09KH58JZR,399.0,379.0,
B09DDCQFMT,1999.0,1899.0,
B08RP2L2NL,999.0,949.0,
B0B4G2MWSB,999.0,949.0,
B0B21C4BMX,899.0,854.0,
B084MZXJNK,1999.0,1899.0,
B0BHZCNC4P,3999.0,3799.0,
B0B16KD737,15999.0,15199.0,
B099K9ZX65,44990.0,42741.0,
B08Y55LPBF,44999.0,42749.0,
B015OW3M1W,1700.0,1615.0,
B01D5H8ZI8,595.0,565.0,
B09X1M3DHX,27990.0,26591.0,
B09MM6P76N,599.0,569.0,
B01D5H8LDM,1200.0,1140.0,
B0B1YY6JJL,34990.0,33241.0,
B09QGZM8QB,999.0,949.0,
B08L4SBJRY,1299.0,1234.0,
B09X79PP8F,299.0,284.0,
B082T6GVG9,1500.0,1425.0,
B0B3XY5YT4,49990.0,47491.0,
B0B4HKH19N,931.0,884.0,
B08TGG316Z,2399.0,2279.0,
B071VMP1Z4,399.0,379.0,
B071SDRGWL,699.0,664.0,
B08PSQRW2T,1099.0,1044.0,
B0859M539M,2999.0,2849.0,
B08RX8G496,1099.0,1044.0,
B002SZEOLG,1339.0,1272.0,
B08CS3BT4L,12999.0,12349.0,
B00RFWNJMC,499.0,474.0,
B082T6GXS5,2100.0,1995.0,
B09CMQRQM6,899.0,854.0,
B005LJQMCK,599.0,569.0,
B09C6H53KH,699.0,664.0,
B0BB3CBFBM,65000.0,61750.0,
B08QSDKFGQ,1099.0,1044.0,
B08PV1X771,20900.0,19855.0,
B07YTNKVJQ,1299.0,1234.0,
B0117H7GZ6,399.0,379.0,
B09XJ1LM7R,799.0,759.0,
B084N133Y7,1999.0,1899.0,
B088Z1YWBC,15990.0,15191.0,
B07VSG5SXZ,1499.0,1424.0,
B08RWCZ6SY,899.0,854.0,
B07KSB1MLX,1600.0,1520.0,
B081FG1QYX,999.0,949.0,
B08R69WBN7,499.0,474.0,
B0B3RHX6B6,399.0,379.0,
B084N18QZY,849.0,807.0,
B081NHWT6Z,1199.0,1139.0,
B07JPJJZ2H,1299.0,1234.0,
B09JKNF147,1999.0,1899.0,
B0B9959XF3,22990.0,21841.0,
B09PNR6F8Q,399.0,379.0,
B07M69276N,2499.0,2374.0,
B0B1YZ9CB8,47990.0,45591.0,
B09YLYB9PB,399.0,379.0,
B08CTNJ985,999.0,949.0,
B0BP7XLX48,1999.0,1899.0,
B09LHXNZLR,499.0,474.0,
B0B3N8VG24,299.0,284.0,
B08PSVBB2X,1099.0,1044.0,
B0B3MQXNFB,199.0,189.0,
B08XMSKKMM,1999.0,1899.0,
B09L8DT7D6,499.0,474.0,
B00GE55L22,699.0,664.0,
B0162K34H2,999.0,949.0,
B0B8SRZ5SV,1999.0,1899.0,
B07CWNJLPC,1200.0,1140.0,
B00NH12R1O,485.0,461.0,
B0B8SSC5D9,1999.0,1899.0,
B08WKG2MWT,1099.0,1044.0,
B0B466C3G4,18990.0,18041.0,
B005LJQMZC,1999.0,1899.0,
B07MDRGHWQ,11000.0,10450.0,
B07DC4RZPY,1999.0,1899.0,
B0B15GSPQW,70900.0,67355.0,
B08GJNM9N7,1199.0,1139.0,
B09C6FML9B,599.0,569.0,
B0B65MJ45G,549.0,522.0,
B08P9RYPLR,249.0,237.0,
B0B6F8HHR6,35999.0,34199.0,
B084MZXJN6,1699.0,1614.0,
B08XMG618K,499.0,474.0,
B0BCKWZ884,2999.0,2849.0,
B00GGGOYEK,699.0,664.0,
B07ZR4S1G4,699.0,664.0,
B09C635BMM,999.0,949.0,
B00GG59HU2,599.0,569.0,
B00RGLI0ZS,599.0,569.0,
B09ZPJT8B2,31990.0,30391.0,
B07HZ2QCGR,599.0,569.0,
B095244Q22,999.0,949.0,
B08CKW1KH9,599.0,569.0,
B0BLV1GNLN,9990.0,9491.0,
B08RHPDNVV,599.0,569.0,
B00NH13Q8W,800.0,760.0,
B0B8SSZ76F,1999.0,1899.0,
B0841KQR1Z,999.0,949.0,
B0B467CCB9,16990.0,16141.0,
B095JQVC7N,59999.0,56999.0,
B08PPHFXG3,999.0,949.0,
B06XR9PR5X,600.0,570.0,
B09JSW16QD,1490.0,1416.0,
B07JH1CBGW,1999.0,1899.0,
B09127FZCK,899.0,854.0,
B083GQGT3Z,799.0,759.0,
B09Q8WQ5QJ,499.0,474.0,
B07YZG8PPY,2299.0,2184.0,
B09H39KTTB,499.0,474.0,
B08DCVRW98,499.0,474.0,
B0718ZN31Q,4999.0,4749.0,
B0162LYSFS,1749.0,1662.0,
B07PFJ5VQD,595.0,565.0,
B01J8S6X2I,1100.0,1045.0,
B09MJ77786,49999.0,47499.0,
B09NNGHG22,56790.0,53951.0,
B07V5YF4ND,1199.0,1139.0,
B0B65P827P,549.0,522.0,
B084MZYBTV,849.0,807.0,
B097ZQTDVZ,899.0,854.0,
B0B5F3YZY4,1099.0,1044.0,
B09G5TSGXV,799.0,759.0,
B006LW0WDQ,795.0,755.0,
B09YLX91QR,399.0,379.0,
B081FJWN52,999.0,949.0,
B0758F7KK7,999.0,949.0,
B09L835C3V,399.0,379.0,
B098TV3L96,1999.0,1899.0,
B08NCKT9FG,798.0,758.0,
B0B4T6MR8N,800.0,760.0,
B01GGKZ4NU,995.0,945.0,
B09BW2GP18,1000.0,950.0,
B09WN3SRC7,,,
B09B125CFJ,799.0,759.0,
B09RQRZW2X,899.0,854.0,
B07924P3C5,799.0,759.0,
B08N1WL9XW,599.0,569.0,
B07VVXJ2P5,399.0,379.0,
B0BC8BQ432,85000.0,80750.0,
B06XFTHCNY,758.0,720.0,
B08CT62BM1,999.0,949.0,
B07CRL2GY6,799.0,759.0,
B07DWFX9YS,1999.0,1899.0,
B01D5H90L4,700.0,665.0,
B07F1P8KNV,1099.0,1044.0,
B084N1BM9L,1999.0,1899.0,
B09F6D21BY,1999.0,1899.0,
B09LQQYNZQ,4699.0,4464.0,
B0BC9BW512,24990.0,23741.0,
B0B61HYR92,999.0,949.0,
B075ZTJ9XR,650.0,618.0,
B0978V2CP6,3100.0,2945.0,
B09LRZYBH1,3999.0,3799.0,
B0B997FBZT,49990.0,47491.0,
B098LCVYPW,999.0,949.0,
B09HV71RL1,1499.0,1424.0,
B08PZ6HZLT,18999.0,18049.0,
B075TJHWVC,2299.0,2184.0,
B09LV13JFB,999.0,949.0,
B092BL5DCX,69900.0,66405.0,
B09VH568H7,299.0,284.0,
B09HQSV46W,29999.0,28499.0,
B08TZD7FQN,599.0,569.0,
B0B21XL94T,34990.0,33241.0,
B09PTT8DZF,670.0,637.0,
B0B94JPY2N,999.0,949.0,
B0B3XXSB1K,79990.0,75991.0,
B08RZ12GKR,499.0,474.0,
B0B4T8RSJ1,800.0,760.0,
B0B7B9V9QP,35000.0,33250.0,
B08XXVXP3J,999.0,949.0,
B06XGWRKYT,15999.0,15199.0,
B07CWDX49D,1600.0,1520.0,
B09TY4MSH3,2499.0,2374.0,
B07RY2X9MP,1500.0,1425.0,
B0B2C5MJN6,54990.0,52241.0,
B0BBMGLQDW,1999.0,1899.0,
B01LONQBDG,899.0,854.0,
B08XXF5V6G,50999.0,48449.0,
B09HK9JH4F,399.0,379.0,
B09MMD1FDN,699.0,664.0,
B09HN7LD5L,4500.0,4275.0,
B0BNDD9TN6,28900.0,27455.0,
B0941392C8,449.0,427.0,
B01M5967SY,999.0,949.0,
B016MDK4F4,499.0,474.0,
B08G43CCLC,999.0,949.0,
B0B61GCHC1,999.0,949.0,
B07RX14W1Q,900.0,855.0,
B09PLD9TCD,42999.0,40849.0,
B0B8ZKWGKD,1052.0,999.0,
B09NNJ9WYM,19990.0,18991.0,
B08H5L8V1L,1099.0,1044.0,
B0B8CXTTG3,25999.0,24699.0,
B09HCH3JZG,1899.0,1804.0,
B097JVLW3L,3500.0,3325.0,
B09SB6SJB4,599.0,569.0,
B08NW8GHCJ,999.0,949.0,
B09YHLPQYT,600.0,570.0,
B08G1RW2Q3,799.0,759.0,
B08YXJJW8H,399.0,379.0,
B09P8M18QM,2999.0,2849.0,
B08BG4M4N7,499.0,474.0,
B07VJ9ZTXS,599.0,569.0,
B084872DQY,14999.0,14249.0,
B00GGGOYEU,699.0,664.0,
B08FD2VSD9,51990.0,49391.0,
B0BQRJ3C47,999.0,949.0,
B095JPKPH3,69999.0,66499.0,
B087JWLZ2K,50000.0,47500.0,
B09DSXK8JX,19499.0,18524.0,
B08V9C4B1J,999.0,949.0,
B08PKBMJKS,499.0,474.0,
B0B8VQ7KDS,2499.0,2374.0,
B086JTMRYL,1899.0,1804.0,
B09RWQ7YR6,69999.0,66499.0,
B00OFM6PEO,799.0,759.0,
B0BF57RN3K,19999.0,18999.0,
B0B3RRWSF6,9999.0,9499.0,
B0B5B6PQCT,7990.0,7591.0,
B08HV83HL3,2199.0,2089.0,
B0BBN4DZBD,8999.0,8549.0,
B0B3CPQ5PF,28999.0,27549.0,
B0B3CQBRB4,28999.0,27549.0,
B0BBN56J5H,8999.0,8549.0,
B0BBN3WF7V,8999.0,8549.0,
B0BDRVFDKP,1000.0,950.0,
B0B5LVS732,4999.0,4749.0,
B09V2Q4QVQ,1599.0,1519.0,
B09V12K8NT,6990.0,6641.0,
B01DEWVZ2C,999.0,949.0,
B0BMGB3CH9,11999.0,11399.0,
B08D77XZX5,2499.0,2374.0,
B09XB8GFBQ,11999.0,11399.0,
B07WG8PDCW,1299.0,1234.0,
B07GPXXNNG,999.0,949.0,
B0BDYVC5TD,1800.0,1710.0,
B0BMGB2TPR,11999.0,11399.0,
B08MC57J31,2499.0,2374.0,
B08HVL8QN3,2199.0,2089.0,
B0746JGVDS,999.0,949.0,
B08VFF6JQ8,1699.0,1614.0,
B09NVPSCQT,3999.0,3799.0,
B09YV4RG4D,7999.0,7599.0,
B09TWHTBKQ,25999.0,24699.0,
B08L5HMJVW,700.0,665.0,
B0B4F2XCK3,17999.0,17099.0,
B0BF54972T,19999.0,18999.0,
B09YV4MW2T,9999.0,9499.0,
B09TWH8YHM,24999.0,23749.0,
B07WGMMQGP,20999.0,19949.0,
B0BF563HB4,19999.0,18999.0,
B07JW9H4J1,1099.0,1044.0,
B09GFPVD9Y,10999.0,10449.0,
B09GFLXVH9,8499.0,8074.0,
B0BF4YBLPX,19999.0,18999.0,
B09XB7DPW1,11999.0,11399.0,
B07PFJ5W31,495.0,470.0,
B0B3N7LR6K,16999.0,16149.0,
B09ZQK9X8G,5999.0,5699.0,
B098NS6PVG,349.0,332.0,
B07WJV6P1R,18999.0,18049.0,
B096MSW6CT,999.0,949.0,
B0BF54LXW6,19999.0,18999.0,
B09XB7SRQ5,11999.0,11399.0,
B09FFK1PQG,1699.0,1614.0,
B09RMQYHLH,15999.0,15199.0,
B08ZN4B121,1599.0,1519.0,
B0B3RSDSZ3,9999.0,9499.0,
B08VB34KJ1,20990.0,19941.0,
B09T39K9YL,24999.0,23749.0,
B08VF8V79P,1699.0,1614.0,
B08G28Z33M,699.0,664.0,
B09PNKXSKF,3990.0,3791.0,
B0B5DDJNH4,7990.0,7591.0,
B08HDJ86NZ,699.0,664.0,
B08CF3B7N1,399.0,379.0,
B07WDKLDRX,34999.0,33249.0,
B09MQSCJQ1,7990.0,7591.0,
B094YFFSMY,1999.0,1899.0,
B09MT84WV5,3999.0,3799.0,
B08VS3YLRK,1499.0,1424.0,
B0B4F3QNDM,19499.0,18524.0,
B07GQD4K6L,999.0,949.0,
B07WDKLRM4,19999.0,18999.0,
B0BP18W8TM,9999.0,9499.0,
B08Y1TFSP6,1000.0,950.0,
B07GXHC691,499.0,474.0,
B08FN6WGDQ,15990.0,15191.0,
B0B3D39RKV,33999.0,32299.0,
B085HY1DGR,999.0,949.0,
B08D75R3Z1,1900.0,1805.0,
B0B4F2TTTS,14999.0,14249.0,
B09WRMNJ9G,38999.0,37049.0,
B0B14MR9L1,24999.0,23749.0,
B09ZPL5VYM,499.0,474.0,
B0993BB11X,1599.0,1519.0,
B09V2PZDX8,1599.0,1519.0,
B085W8CFLH,1800.0,1710.0,
B09MT6XSFW,1899.0,1804.0,
B07RD611Z8,2499.0,2374.0,
B08WRWPM22,499.0,474.0,
B0B4F52B5X,14999.0,14249.0,
B096VF5YYF,7990.0,7591.0,
B0B5D39BCD,7990.0,7591.0,
B08DDRGWTJ,299.0,284.0,
B082LZGK39,299.0,284.0,
B09XBJ1CTN,999.0,949.0,
B0B4F5L738,19499.0,18524.0,
B08MTCKDYN,299.0,284.0,
B09QS8V5N8,17999.0,17099.0,
B08CF3D7QR,339.0,322.0,
B09T2WRLJJ,26999.0,25649.0,
B089WB69Y1,649.0,617.0,
B0116MIKKC,171.0,162.0,
B09P858DK8,1999.0,1899.0,
B07DJLFMPS,1600.0,1520.0,
B07WHQWXL7,20999.0,19949.0,
B07WDK3ZS6,18999.0,18049.0,
B09T2S8X9C,28999.0,27549.0,
B07S9S86BF,1490.0,1416.0,
B07N8RQ6W7,699.0,664.0,
B09FKDH6FS,7999.0,7599.0,
B08HVJCW95,2199.0,2089.0,
B09YDFDVNS,1699.0,1614.0,
B07WGPKTS4,19999.0,18999.0,
B0789LZTCJ,799.0,759.0,
,1599.0,1519.0,
B0B4F2ZWL3,17999.0,17099.0,
B08VB2CMR3,20990.0,19941.0,
B095RTJH1M,2899.0,2754.0,
B097R25DP7,4999.0,4749.0,
B09YDFKJF8,1699.0,1614.0,
B07WDK3ZS2,29990.0,28491.0,
B08RZ5K9YH,1999.0,1899.0,
B08444S68L,15990.0,15191.0,
B07WHQBZLS,21990.0,20891.0,
B085DTN6R2,899.0,854.0,
B09JS562TP,1630.0,1549.0,
B09KLVMZ3B,399.0,379.0,
B09V17S2BG,6990.0,6641.0,
B0B5CGTBKV,,7591.0,
B0B23LW7NV,2899.0,2754.0,
B09KGV7WSV,5999.0,5699.0,
B0971DWFDT,699.0,664.0,
B0BNV7JM5Y,7990.0,7591.0,
B0B53QFZPY,5999.0,5699.0,
B083342NKJ,399.0,379.0,
B07WJWRNVK,20990.0,19941.0,
B01F25X6RQ,499.0,474.0,
B09C6HXFC1,1799.0,,
B0B244R4KB,2899.0,2754.0,
B0BMGG6NKT,13499.0,12824.0,
B082LSVT4B,399.0,379.0,
B092JHPL72,999.0,949.0,
B08WRBG3XW,499.0,474.0,
B09GFM8CGS,7999.0,7599.0,
B0B3MWYCHQ,9999.0,9499.0,
B09J2MM5C6,1499.0,1424.0,
B07Q4QV1DL,1499.0,1424.0,
B0B56YRBNT,13499.0,12824.0,
B09NHVCHS9,199.0,189.0,
B01DF26V7A,1299.0,1234.0,
B08K4PSZ3V,999.0,949.0,
B0B4F1YC3J,19499.0,18524.0,
B08K4RDQ71,999.0,949.0,
B085CZ3SR1,599.0,569.0,
B09YV3K34W,9999.0,9499.0,
B09Z6WH2N1,499.0,474.0,
B09NL4DJ2Z,249.0,237.0,
B0BGSV43WY,7999.0,7599.0,
B0926V9CTV,599.0,569.0,
B07WGPKMP5,20999.0,19949.0,
B0BBFJ9M3X,15999.0,15199.0,
B09PLFJ7ZW,4999.0,4749.0,
B0B53NXFFR,5999.0,5699.0,
B07GNC2592,999.0,949.0,
B09TP5KBN7,1099.0,1044.0,
B0949SBKMP,6990.0,6641.0,
B09V175NP7,6990.0,6641.0,
B07WHSJXLF,29990.0,28491.0,
B0BD3T6Z1D,13499.0,12824.0,
B09LHYZ3GJ,20999.0,19949.0,
B07WFPMGQQ,27990.0,26591.0,
B09QS9X9L8,18999.0,18049.0,
B0B6BLTGTT,5999.0,5699.0,
B077Z65HSD,999.0,949.0,
B09W5XR9RT,1999.0,1899.0,
B084DTMYWK,999.0,949.0,
B0B53QLB9H,5999.0,5699.0,
B0BDYW3RN3,3500.0,3325.0,
B0B3RS9DNF,9999.0,9499.0,
B09QS9X16F,18999.0,18049.0,
B08HV25BBQ,4999.0,4749.0,
B09LJ116B5,20999.0,19949.0,
B0BMVWKZ8G,8499.0,8074.0,
B0BD92GDQH,6999.0,6649.0,
B08Y1SJVV5,667.0,633.0,
B0B5GF6DQD,5999.0,5699.0,
B09JS94MBV,1630.0,1549.0,
B09YV463SW,9999.0,9499.0,
B07XLCFSSN,1900.0,1805.0,
B09NL4DCXK,599.0,569.0,
B0B8CHJLWJ,1199.0,1139.0,
B0B8ZWNR5T,499.0,474.0,
B0BBFJLP21,15999.0,15199.0,
B01F262EUU,999.0,949.0,
B09VZBGL1N,499.0,474.0,
B0BNVBJW2S,7990.0,7591.0,
B0B2DJ5RVQ,1999.0,1899.0,
B096TWZRJC,1899.0,1804.0,
B09GP6FBZT,999.0,949.0,
B0B3DV7S9B,499.0,474.0,
B09MKP344P,12999.0,12349.0,
B08JW1GVS7,3999.0,3799.0,
B09LHZSMRR,20999.0,19949.0,
B0B5V47VK4,49999.0,47499.0,
B08H21B6V7,2999.0,2849.0,
B09BNXQ6BR,6499.0,6174.0,
B01FSYQ2A4,2990.0,2841.0,
B08L5FM4JC,2400.0,2280.0,
B0B54Y2SNX,3990.0,3791.0,
B08BQ947H3,149.0,142.0,
B082T6V3DT,2100.0,1995.0,
B0B7DHSKS7,5299.0,5034.0,
B09SJ1FTYV,1899.0,1804.0,
B09XJ5LD6L,32999.0,31349.0,
B07WHS7MZ1,39990.0,37991.0,
B0BBVKRP7B,1999.0,1899.0,
B09NY7W8YD,11999.0,11399.0,
B0BMM7R92G,999.0,949.0,
B08M66K48D,599.0,569.0,
B09RFB2SJQ,1899.0,1804.0,
B0B82YGCF6,3499.0,3324.0,
B08HF4W2CT,3499.0,3324.0,
B08BCKN299,999.0,949.0,
B0B2X35B1K,6999.0,6649.0,
B09QS9CWLV,18999.0,18049.0,
B0B1NX6JTN,2599.0,2469.0,
B078G6ZF5Z,1199.0,1139.0,
B0BBW521YC,999.0,949.0,
B09HSKYMB3,9999.0,9499.0,
B09YV42QHZ,7999.0,7599.0,
B09BF8JBWX,1249.0,1187.0,
B0B5YBGCKD,599.0,569.0,
B01GGKYKQM,700.0,665.0,
B09MY4W73Q,1799.0,1709.0,
B08R69VDHT,499.0,474.0,
B09T37CKQ5,599.0,569.0,
B09GFPN6TP,9499.0,9024.0,
B0B298D54H,999.0,949.0,
B08VB57558,74999.0,71249.0,
B09CMP1SC8,499.0,474.0,
B09YLXYP7Y,399.0,379.0,
B0B9BXKBC7,3999.0,3799.0,
B09NY6TRXG,11999.0,11399.0,
B09NVPJ3P4,3999.0,3799.0,
B0B3NDPCS9,17999.0,17099.0,
B09VGKFM7Y,499.0,474.0,
B07QCWY5XV,1399.0,1329.0,
B098QXR9X2,2999.0,2849.0,
B07H1S7XW8,499.0,474.0,
B0BNXFDTZ2,11999.0,11399.0,
B088ZFJY82,1499.0,1424.0,
B0B4F4QZ1H,19499.0,18524.0,
B09BCNQ9R2,499.0,474.0,
B0B9BD2YL4,6999.0,6649.0,
B071Z8M4KX,999.0,949.0,
B09N3ZNHTY,4490.0,4266.0,
B0B3RRWSF6,9999.0,9499.0,
B0B5B6PQCT,7990.0,7591.0,
B005FYNT3G,650.0,618.0,
B01J0XWYKQ,895.0,850.0,
B09CTRPSJR,237.0,225.0,
B08JQN8DGZ,2990.0,2841.0,
B0B72BSW7K,699.0,664.0,
B0BDRVFDKP,1000.0,950.0,
B0B5LVS732,4999.0,4749.0,
B08TV2P1N8,3990.0,3791.0,
B07XCM6T4N,1499.0,1424.0,
B07T5DKR5D,399.0,379.0,
B01DEWVZ2C,999.0,949.0,
B07PR1CL3S,3990.0,3791.0,
B09V12K8NT,6990.0,6641.0,
B07JQKQ91F,999.0,949.0,
B08W56G1K9,999.0,949.0,
B07WG8PDCW,1299.0,1234.0,
B01L8ZNWN2,1500.0,1425.0,
B009VCGPSY,649.0,617.0,
B0B296NTFV,599.0,569.0,
B09NVPSCQT,3999.0,3799.0,
B09YV4RG4D,7999.0,7599.0,
B07TCN5VR9,999.0,949.0,
B00ZYLMQH0,1799.0,1709.0,
B09YV4MW2T,9999.0,9499.0,
B01HJI0FS2,650.0,618.0,
B076B8G5D8,1995.0,1895.0,
B07JW9H4J1,1099.0,1044.0,
B014SZO90Y,315.0,299.0,
B07KCMR8D6,50.0,48.0,
B00N1U9AJS,165.0,157.0,
B07KY3FNQP,1290.0,1226.0,
B0B3N7LR6K,16999.0,16149.0,
B07QZ3CZ48,1290.0,1226.0,
B09T3H12GV,2498.0,2373.0,
B098NS6PVG,349.0,332.0,
B096MSW6CT,999.0,949.0,
B09ZQK9X8G,5999.0,5699.0,
B08ZJDWTJ1,4999.0,4749.0,
B08FTFXNNB,1999.0,1899.0,
B08YDFX7Y1,449.0,427.0,
B08HDJ86NZ,699.0,664.0,
B087FXHB6J,999.0,949.0,
B07N42JB4S,3990.0,3791.0,
B0B31BYXQQ,5499.0,5224.0,
B08CF3B7N1,399.0,379.0,
B07SLMR1K6,1350.0,1283.0,
B09MQSCJQ1,7990.0,7591.0,
B094YFFSMY,1999.0,1899.0,
B092X94QNQ,3990.0,3791.0,
B0846D5CBP,1295.0,1230.0,
B00KXULGJQ,5499.0,5224.0,
B08H9Z3XQW,1490.0,1416.0,
B08LPJZSSW,995.0,945.0,
B09MT84WV5,3999.0,3799.0,
B08Y1TFSP6,1000.0,950.0,
B08CYPB15D,761.0,723.0,
B085HY1DGR,999.0,949.0,
B00MFPCY5C,299.0,284.0,
B07JJFSG2B,2500.0,2375.0,
B09NR6G588,4999.0,4749.0,
B07JPX9CR7,1299.0,1234.0,
B08D11DZ2W,8999.0,8549.0,
B07Q7561HD,180.0,171.0,
B0819HZPXL,549.0,522.0,
B00LXTFMRS,225.0,214.0,
B0B9LDCX89,999.0,949.0,
B0765B3TH7,599.0,569.0,
B0B1F6GQPS,4499.0,4274.0,
B07LG59NPV,4499.0,4274.0,
B07RD611Z8,2499.0,2374.0,
B08WRWPM22,499.0,474.0,
B00AXHBBXU,550.0,523.0,
B08MCD9JFY,1999.0,1899.0,
B083RCTXLL,1199.0,1139.0,
B08HLZ28QC,3490.0,3316.0,
B07GVR9TG7,4999.0,4749.0,
B0856HY85J,4999.0,4749.0,
B07CD2BN46,599.0,569.0,
B07PLHTTB4,499.0,474.0,
B077T3BG5L,399.0,379.0,
B08DDRGWTJ,299.0,284.0,
B079Y6JZC8,299.0,284.0,
B0856HNMR7,2499.0,2374.0,
B0B12K5BPM,2299.0,2184.0,
B08MTCKDYN,299.0,284.0,
B08CF3D7QR,339.0,322.0,
B00LVMTA2A,250.0,238.0,
B07TR5HSR9,1499.0,1424.0,
B0819ZZK5K,2800.0,2660.0,
B096VF5YYF,7990.0,7591.0,
B08QJJCY2Q,299.0,284.0,
B07L5L4GTB,404.0,384.0,
B07L8KNP5F,1399.0,1329.0,
B08CF4SCNP,599.0,569.0,
B09XX51X2G,999.0,949.0,
B01M72LILF,1295.0,1230.0,
B07KSMBL2H,700.0,665.0,
B00LZLQ624,160.0,152.0,
B07DJLFMPS,1600.0,1520.0,
B09GB5B4BK,899.0,854.0,
B015ZXUDD0,599.0,569.0,
B085DTN6R2,899.0,854.0,
B09PL79D2X,2990.0,2841.0,
B098K3H92Z,899.0,854.0,
B09KLVMZ3B,399.0,379.0,
B084PJSSQ1,3000.0,2850.0,
B097R25DP7,4999.0,4749.0,
B097C564GC,4999.0,4749.0,
B08CYNJ5KY,861.0,818.0,
